,level_0,index,name,brand,categories,price_max,price_min,ingredients,ingredients_list
217,1254,8456,12 Dreamy Dark Chocolate Covered Strawberries,Golden State Fruit,"['Grocery & Gourmet Food', 'Food & Beverage Gifts', 'Fruit & Nut Gifts']",36.51,36.51,['premium dark chocolate dipped strawberries decorated with dark chocolate drizzles.'],['premiumdarkchocolatedippedstrawberriesdecoratedwithdarkchocolatedrizzles']
218,117,7360,Prince of Peace Ginger Candy 4 oz. (Pack of 2),Prince Of Peace,"['Ginger Candy', 'Grocery & Gourmet Food', 'Candy & Chocolate']",6.1,5.41,"['other sucrose', 'ginger', 'tapioca starch', 'and coconut oil.']","['othersucrose', 'ginger', 'tapiocastarch', 'andcoconutoil']"
219,165,2067,Damn Good Popcorn's Frosted Cinnamon Sugar walnuts,Damn Good Popcorn,"['Cooking & Baking', 'Walnuts', 'Grocery & Gourmet Food', 'Pantry Staples', 'Nuts & Seeds']",12.0,12.0,"['cashews', 'sugar', 'cinnamon', 'corn syrup', 'vanilla and salt']","['cashews', 'sugar', 'cinnamon', 'cornsyrup', 'vanillaandsalt']"
220,938,4668,KAL Sure Stevia Extract Powder,KAL,"['Cooking & Baking', 'Sugar Substitutes', 'Health & Wellness', 'Vitamins & Supplements', 'Sugar & Sweeteners', 'Sugar Sweeteners', 'Grocery & Gourmet Food', 'Health', ' Household & Baby Care', 'Pantry Staples', 'Stevia', 'Baking', 'Herbs & Natural Remedies', 'Food']",35.49,22.99,['stevia extract'],['steviaextract']
221,385,6249,Sweet'N Low Zero Calorie,Sweet'N Low,"['Cooking & Baking', 'Syrups', ' Sugars & Sweeteners', 'Grocery & Gourmet Food', 'Pantry Staples', 'Simple Syrup']",36.58,31.35,"['water', 'soluble saccharin', 'benzoic acid and methyl paraben as preservatives.']","['water', 'solublesaccharin', 'benzoicacidandmethylparabenaspreservatives']"
222,669,5634,Marmite Yeast Extract,Marmite,"['Cooking & Baking', 'Active Dry Yeasts', 'Grocery & Gourmet Food', 'Pantry Staples', 'Leaveners & Yeasts']",7.03,6.33,['purified water'],['purifiedwater']
223,145,1959,Tillen Farms Veggies,Tillen Farms,"['Grocery', 'Grocery & Gourmet Food', 'Fresh Vegetables', 'Peas Beans', 'Produce', 'Peas & Beans']",25.96,23.52,"['asparagus', 'water', 'vinegar', 'salt', 'sugar', 'spices', 'garlic', 'crushed red chilies']","['asparagus', 'water', 'vinegar', 'salt', 'sugar', 'spices', 'garlic', 'crushedredchilies']"
224,561,9009,"Greenerways Organic Deet Free Bug Repellent, 4 OZ",Greenerways Organic,"['Outdoor & Garden', 'Insect & Pest Control', 'Household & Grocery']",8.99,8.99,"['gwo soap', 'ingredients soybean oil', 'citronella oil', 'cedarwood oil inert water', 'soybean oil']","['gwosoap', 'ingredientssoybeanoil', 'citronellaoil', 'cedarwoodoilinertwater', 'soybeanoil']"
225,654,4175,Green Giant Spiral Veggies,Green Giant,"['Grocery', 'Grocery & Gourmet Food', 'Vegetables', 'Amazon Fresh', 'Frozen Foods', 'Frozen Vegetables', 'Frozen']",4.22,4.22,['zuchinni'],['zuchinni']
226,250,1908,Back To Nature Trail MIx,Back to Nature,"['Cooking & Baking', 'Grocery & Gourmet Food', 'Pantry Staples', 'Nuts & Seeds', 'Pistachios']",25.45,14.99,"['cashews', 'almonds', 'pistachios', 'sea salt.', 'pistachios', 'cashews', 'almonds', 'sea salt.']","['cashews', 'almonds', 'pistachios', 'seasalt', 'pistachios', 'cashews', 'almonds', 'seasalt']"
227,57,10402,Cream of Rice,Cream of Rice,"['Grits', 'Breakfast Foods', 'Breakfast', 'Grocery & Gourmet Food', 'Cereals', 'Hot Cereals', 'Food & Beverage', 'Breakfast & Cereal', 'Packaged Foods', 'Oatmeal', 'Food']",14.95,3.55,"['granulated rice', 'ferric orthophosphate', 'niacinamide', 'thiamine mononitrate', 'riboflavin .']","['granulatedrice', 'ferricorthophosphate', 'niacinamide', 'thiaminemononitrate', 'riboflavin']"
228,1263,6283,Go Veggie Dairy-Free Grated Topping,Go Veggie,"['Grocery & Gourmet Food', 'Herbs', ' Spices & Seasonings', 'Pantry Staples', 'Mixed Spices & Seasonings']",14.98,14.95,"['soy basesoy flour', 'filtered water', 'soy solids', 'rice flour', 'salt', 'flavor', 'soybean oil', 'contains percent or less of sorbitol', 'tricalcium phosphate', 'citric acid', 'enzymes', 'vitamin a palmitate', 'powdered cellulose to prevent caking', 'natamycin .']","['soybasesoyflour', 'filteredwater', 'soysolids', 'riceflour', 'salt', 'flavor', 'soybeanoil', 'containspercentorlessofsorbitol', 'tricalciumphosphate', 'citricacid', 'enzymes', 'vitaminapalmitate', 'powderedcellulosetopreventcaking', 'natamycin']"
229,1183,8345,Stonewall Kitchen Wild Maine Blueberry Champagne Jam,Stonewall Kitchen,"['Jams', ' Jellies & Sweet Spreads', 'Grocery & Gourmet Food', 'Pantry Staples', 'Jams', ' Jellies & Preserves']",18.99,14.99,"['wild maine blueberries', 'pure cane sugar', 'champagne', 'fruit pectin', 'lemon juice concentrate', 'citric acid']","['wildmaineblueberries', 'purecanesugar', 'champagne', 'fruitpectin', 'lemonjuiceconcentrate', 'citricacid']"
230,289,4466,Starbucks Frappuccino,Starbucks,"['Grocery & Gourmet Food', 'Coffee', ' Tea & Cocoa', 'Beverages', 'Coffee', 'Bottled & Canned Coffee Drinks']",15.99,15.99,"['brewed starbucks coffee water', 'coffee', 'reduced fat milk', 'sugar', 'cocoa', 'pectin', 'ascorbic acid.']","['brewedstarbuckscoffeewater', 'coffee', 'reducedfatmilk', 'sugar', 'cocoa', 'pectin', 'ascorbicacid']"
231,1140,1917,4C,4C,"['Cooking & Baking', 'Breadcrumbs & Seasoned Coatings', 'Grocery & Gourmet Food', 'Pantry Staples', 'Breadcrumbs']",25.64,25.64,"['gluten free crumbs rice flour', 'raisin juice concentrate', 'honey', 'salt', 'grated pecorino romano cheese pasteurized sheeps milk', 'cheese culture', 'salt', 'enzymes', 'salt', 'dehydrated parsley flakes', 'spices', 'onion powder', 'garlic powder.']","['glutenfreecrumbsriceflour', 'raisinjuiceconcentrate', 'honey', 'salt', 'gratedpecorinoromanocheesepasteurizedsheepsmilk', 'cheeseculture', 'salt', 'enzymes', 'salt', 'dehydratedparsleyflakes', 'spices', 'onionpowder', 'garlicpowder']"
232,1148,3729,CALIFORNIA PIZZA KITCHEN Crispy Thin Crust Frozen Pizza Margherita Recipe 15.5 oz.,California Pizza Kitchen,"['Pizza', 'Grocery & Gourmet Food', 'Frozen Foods', 'Frozen', 'Vegetable', 'Food']",7.49,5.97,"['enriched wheat flour wheat flour', 'niacin', 'reduced iron', 'thiamin mononitrate', 'riboflavin', 'folic acid', 'water', 'mozzarella cheese milk', 'skilm milk', 'cheese culture', 'salt', 'enzymes', 'lowmoisture part skim mozzarella cheese milk', 'skilm milk', 'cheese culture', 'salt', 'enzymes', 'diced roma tomatoes', 'tomatoes', 'tomato paste', 'extra virgin olive oil', 'fontina cheese milk', 'cheese culture', 'salt', 'enzymes', 'olive oil', 'basil', 'sugar', 'balsamic vinegar', 'salt', 'baking powder', 'sodium bicarbonate', 'corn starch', 'monocalcium phosphate', 'spice.']","['enrichedwheatflourwheatflour', 'niacin', 'reducediron', 'thiaminmononitrate', 'riboflavin', 'folicacid', 'water', 'mozzarellacheesemilk', 'skilmmilk', 'cheeseculture', 'salt', 'enzymes', 'lowmoisturepartskimmozzarellacheesemilk', 'skilmmilk', 'cheeseculture', 'salt', 'enzymes', 'dicedromatomatoes', 'tomatoes', 'tomatopaste', 'extravirginoliveoil', 'fontinacheesemilk', 'cheeseculture', 'salt', 'enzymes', 'oliveoil', 'basil', 'sugar', 'balsamicvinegar', 'salt', 'bakingpowder', 'sodiumbicarbonate', 'cornstarch', 'monocalciumphosphate', 'spice']"
233,880,1723,Ground Almonds - 500g,Jalpur,"['Cooking & Baking', 'Grocery & Gourmet Food', 'Almonds', 'Pantry Staples', 'Nuts & Seeds', 'Electronics']",24.59,8.09,['almonds'],['almonds']
234,583,2289,Chicken of the Sea Pink Salmon,Chicken of the Sea,"['Grocery & Gourmet Food', 'Salmon', 'Meat', ' Poultry & Seafood', 'Pantry Staples', 'Seafood', 'Canned', ' Jarred & Packaged Foods']",21.0,21.0,"['salmon', 'water', 'sunflower oil', 'salt', 'sugar', 'modified food starch', 'lemon juice', 'vinegar', 'pepper', 'xanthan gum', 'citric acid', 'lime', 'pepper flavor.']","['salmon', 'water', 'sunfloweroil', 'salt', 'sugar', 'modifiedfoodstarch', 'lemonjuice', 'vinegar', 'pepper', 'xanthangum', 'citricacid', 'lime', 'pepperflavor']"
235,311,8877,Kellogg's All-Bran Complete Wheat Flakes - 18 oz,All-Bran,"['Breakfast Foods', 'Cold Cereals', 'Grocery & Gourmet Food', 'Cereals']",18.99,14.95,"['whole grain wheat', 'wheat bran', 'sugar', 'brown sugar syrup', 'contains or less of salt', 'malt flavor. vitamins and minerals reduced iron', 'niacinamide', 'vitamin b', 'vitamin b', 'vitamin b', 'folic acid', 'vitamin b', 'vitamin d.']","['wholegrainwheat', 'wheatbran', 'sugar', 'brownsugarsyrup', 'containsorlessofsalt', 'maltflavorvitaminsandmineralsreducediron', 'niacinamide', 'vitaminb', 'vitaminb', 'vitaminb', 'folicacid', 'vitaminb', 'vitamind']"
236,776,9429,Medo Ozium Glycol-ized Air Sanitizer Original Scent,Medo,"['Household & Grocery', 'Fresheners', 'Household Grocery', 'Household and Grocery', 'Automotive']",3.69,3.59,"['inert', 'inert .', 'ingredients triethylene glycol', 'triethylene glycol', 'propylene glycol', 'inert .', 'ingredients triethylene glycol', 'propylene glycol', 'ingredients triethylene glycol', '.', 'ingredients triethylene glycol', 'propylene glycol', 'inert .']","['inert', 'inert', 'ingredientstriethyleneglycol', 'triethyleneglycol', 'propyleneglycol', 'inert', 'ingredientstriethyleneglycol', 'propyleneglycol', 'ingredientstriethyleneglycol', '', 'ingredientstriethyleneglycol', 'propyleneglycol', 'inert']"
237,345,7720,eCreamery Thinking of You Sympathy Gift - Classic Ice Cream 4 pack,ECREAMERY,"['Grocery & Gourmet Food', 'Food & Beverage Gifts', 'Candy & Chocolate Gifts']",49.99,49.99,"['vary by flavor. this product is made in a kitchen that uses various types of nuts', 'soy and dairy products and may contain trace amounts of nuts.']","['varybyflavorthisproductismadeinakitchenthatusesvarioustypesofnuts', 'soyanddairyproductsandmaycontaintraceamountsofnuts']"
238,121,1410,Nature's Bakery Double Chocolate Brownie Chocolate,Nature's Bakery,"['Food & Grocery', 'Breads & Bakery', 'Desserts', 'Breakfast Bars', 'Breakfast Foods', 'Snacks', ' Cookies Chips', 'Grocery & Gourmet Food', 'Cookies', 'Snack Foods', 'Snacks', ' Cookies & Chips', 'Brownies', 'Bars', 'Food']",40.93,11.4,"['sea salt', 'vanilla extract', 'nondairy cocoa butter', 'citrus fiber', 'brownie filling date paste', 'chocolate cocoa liquor', 'chocolate liquor', 'stone ground whole wheat flour', 'brownie filling date paste', 'cane sugar syrup', 'chocolate cocoa liquor', 'cane sugar', 'nondairy cocoa butter', 'vanilla extract', 'chocolate liquor', 'citrus fiber', 'dried cane syrup', 'canola oil', 'cocoa powder', 'naturally', 'sea salt', 'baking soda', 'flax seed.', 'stone ground whole wheat flour', 'cane sugar syrup', 'canola oil', 'baking soda', 'dried cane syrup', 'flax seed.', 'cocoa powder', 'flavors', 'cane sugar', 'sometimes lifes everyday simple pleasures can be the most fulfilling. feed your craving before enjoying time with your e version of fun. youre .']","['seasalt', 'vanillaextract', 'nondairycocoabutter', 'citrusfiber', 'browniefillingdatepaste', 'chocolatecocoaliquor', 'chocolateliquor', 'stonegroundwholewheatflour', 'browniefillingdatepaste', 'canesugarsyrup', 'chocolatecocoaliquor', 'canesugar', 'nondairycocoabutter', 'vanillaextract', 'chocolateliquor', 'citrusfiber', 'driedcanesyrup', 'canolaoil', 'cocoapowder', 'naturally', 'seasalt', 'bakingsoda', 'flaxseed', 'stonegroundwholewheatflour', 'canesugarsyrup', 'canolaoil', 'bakingsoda', 'driedcanesyrup', 'flaxseed', 'cocoapowder', 'flavors', 'canesugar', 'sometimeslifeseverydaysimplepleasurescanbethemostfulfillingfeedyourcravingbeforeenjoyingtimewithyoureversionoffunyoure']"
239,736,4555,McCormick Coarse Grind Garlic Salt With Parsley,McCormick,"['Grocery & Gourmet Food', 'Flavored Salt', 'Herbs', ' Spices & Seasonings', 'Pantry Staples', 'Salt & Salt Substitutes']",7.45,7.45,"['salt', 'garlic', 'sugar', 'parsley', 'and extractives of garlic.']","['salt', 'garlic', 'sugar', 'parsley', 'andextractivesofgarlic']"
240,1281,2239,Campbell's Well Yes! Sipping Soup,Well Yes!,"['Soups', ' Stocks & Broths', 'Grocery & Gourmet Food', 'Pantry Staples', 'Vegetable Soups']",13.44,13.44,"['water', 'corn', 'cream', 'roasted poblano chili peppers', 'cornstarch', 'carrots', 'salt', 'cabbage', 'celery', 'onions', 'cumin', 'milk protein concentrate', 'parsley. may contain traces of wheat.']","['water', 'corn', 'cream', 'roastedpoblanochilipeppers', 'cornstarch', 'carrots', 'salt', 'cabbage', 'celery', 'onions', 'cumin', 'milkproteinconcentrate', 'parsleymaycontaintracesofwheat']"
241,98,264,Brach's,Brach's,"['Grocery & Gourmet Food', 'Hard Candy', 'Candy & Chocolate', 'Hard Candy & Lollipops']",19.95,7.0,"['corn syrup', 'sugar', 'modified food starch', 'cornstarch', 'and flavor', 'citric acid', 'red', 'yellow', 'yellow', 'red', 'blue .', 'corn syrup', 'sugar', 'modified food starch', 'cornstarch', 'and flavor', 'citric acid', 'red', 'yellow', 'yellow', 'red', 'blue .']","['cornsyrup', 'sugar', 'modifiedfoodstarch', 'cornstarch', 'andflavor', 'citricacid', 'red', 'yellow', 'yellow', 'red', 'blue', 'cornsyrup', 'sugar', 'modifiedfoodstarch', 'cornstarch', 'andflavor', 'citricacid', 'red', 'yellow', 'yellow', 'red', 'blue']"
242,687,4944,Frontier Natural Products Cloves,Frontier,"['Grocery & Gourmet Food', 'Cloves', 'Herbs', ' Spices & Seasonings', 'Pantry Staples', 'Single Herbs & Spices']",4.19,4.19,['ground cloves'],['groundcloves']
243,854,6932,McCormick Ground Cinnamon,McCormick,"['Grocery & Gourmet Food', 'Herbs', ' Spices & Seasonings', 'Pantry Staples', 'Single Herbs & Spices', 'Cinnamon']",6.39,5.29,['ground cinnamon'],['groundcinnamon']
244,188,4779,Evolution Salt Gourmet Pink Himalayan Fine Grind,Evolution Salt,"['Grocery & Gourmet Food', 'Herbs', ' Spices & Seasonings', 'Pantry Staples', 'Salt & Salt Substitutes']",13.49,13.49,['himalayan salt'],['himalayansalt']
245,174,6439,Betty Crocker Fudge Brownies Traditional Chewy,Betty Crocker,"['Food Snacks', 'Household & Grocery', 'Baking Needs', 'Household Grocery', 'Food & Snacks', 'Household and Grocery', 'Food and Snacks']",2.99,1.49,"['flavor.', 'enriched flour bleached wheat flour', 'partially hydrogenated soybean andor cottonseed oil', 'riboflavin', 'folic acid', 'iron', 'niacin', 'sugar', 'enriched flour bleached wheat flour', 'niacin', 'iron', 'thiamin mononitrate', 'riboflavin', 'folic acid', 'cocoa processed with alkali', 'corn syrup', 'partially hydrogenated soybean and', 'salt', 'corn syrup', 'cocoa processed with alkali', 'corn starch. contains or less of carob powder', 'thiamin mononitrate', 'sugar']","['flavor', 'enrichedflourbleachedwheatflour', 'partiallyhydrogenatedsoybeanandorcottonseedoil', 'riboflavin', 'folicacid', 'iron', 'niacin', 'sugar', 'enrichedflourbleachedwheatflour', 'niacin', 'iron', 'thiaminmononitrate', 'riboflavin', 'folicacid', 'cocoaprocessedwithalkali', 'cornsyrup', 'partiallyhydrogenatedsoybeanand', 'salt', 'cornsyrup', 'cocoaprocessedwithalkali', 'cornstarchcontainsorlessofcarobpowder', 'thiaminmononitrate', 'sugar']"
246,950,1006,Italian Strawberry Licorice Wheels Bulk Candy Natural Colors and Flavors,SweetGourmet,"['Jelly Beans & Gummy Candy', 'Grocery & Gourmet Food', 'Candy & Chocolate', 'Licorice']",11.99,9.59,"['glucose syrup', 'sugar', 'corn starch wheat flour glycerol', 'sorbitol monoand diglycerides of fatty acids citric acids naturalidentical flavoring', 'carmine sodium citrate coconut oil beeswax.']","['glucosesyrup', 'sugar', 'cornstarchwheatflourglycerol', 'sorbitolmonoanddiglyceridesoffattyacidscitricacidsnaturalidenticalflavoring', 'carminesodiumcitratecoconutoilbeeswax']"
247,532,10333,PROTEIN BAR MIX ~ No-bake and Easy as a Protein Shake! Makes 8 Bars,Creation Nation,"['Energy & Nutritional Bars', 'Grocery & Gourmet Food', 'High Protein', 'Snack Foods', 'Cereals & Granolas', 'Bars', 'Food']",13.99,9.95,"['tree nuts', 'pea protein isolate', 'dried coconut', 'almonds', 'brazil nut powder', 'flaxseed meal', 'cocoa powder', 'semisweet chocolate chips', 'cane sugar', 'unsweetened chocolate', 'cocoa butter', 'vanilla', 'sea salt', 'monk fruit. contains tree nuts']","['treenuts', 'peaproteinisolate', 'driedcoconut', 'almonds', 'brazilnutpowder', 'flaxseedmeal', 'cocoapowder', 'semisweetchocolatechips', 'canesugar', 'unsweetenedchocolate', 'cocoabutter', 'vanilla', 'seasalt', 'monkfruitcontainstreenuts']"
248,554,1038,Lu Petit Ecolier European Milk Chocolate Biscuit Cookies,LU,"['Grocery & Gourmet Food', 'Cookies', 'Chocolate', 'Breads & Bakery']",39.29,39.29,"['milk chocolate sugar', 'cocoa butter', 'chocolate', 'nonfat milk', 'glucose syrup', 'milkfat', 'soy lecithin', 'vanilla', 'wheat flour', 'sugar', 'butterfat', 'nonfat milk', 'salt', 'leavening baking soda', 'sodium acid pyrophosphate. contains milk', 'soy', 'wheat. manufactured on equipment that processes tree nuts. ingrdients chocolat au lait sucre', 'beurre de cacao', 'chocolat', 'lait crm', 'sirop de glucose', 'matire grasse du lait', 'lcithine de soja', 'arme artificiel de vanille', 'farine de bl', 'sucre', 'matire grasse butyrique', 'lait crm', 'sel', 'agent levant bicarbonate de sodium', 'pyrophosphate acide de sodium. contient lait', 'soja', 'bl. produit fabriqu sur de lquipement transformant des noix.']","['milkchocolatesugar', 'cocoabutter', 'chocolate', 'nonfatmilk', 'glucosesyrup', 'milkfat', 'soylecithin', 'vanilla', 'wheatflour', 'sugar', 'butterfat', 'nonfatmilk', 'salt', 'leaveningbakingsoda', 'sodiumacidpyrophosphatecontainsmilk', 'soy', 'wheatmanufacturedonequipmentthatprocessestreenutsingrdientschocolataulaitsucre', 'beurredecacao', 'chocolat', 'laitcrm', 'siropdeglucose', 'matiregrassedulait', 'lcithinedesoja', 'armeartificieldevanille', 'farinedebl', 'sucre', 'matiregrassebutyrique', 'laitcrm', 'sel', 'agentlevantbicarbonatedesodium', 'pyrophosphateacidedesodiumcontientlait', 'soja', 'blproduitfabriqusurdelquipementtransformantdesnoix']"
249,1025,3043,Campbell's Chunky Healthy Request Soup,Campbell's Chunky,"['Soups', ' Stocks & Broths', 'Grocery & Gourmet Food', 'Pantry Staples', 'Split Pea Soups']",39.1,21.59,"['water', 'potatoes', 'carrots', 'split peas', 'cooked ham water added pork', 'water', 'salt', 'sugar', 'sodium phosphates', 'sodium ascorbate', 'sodium nitrite', 'contains less than of bacon cured with water', 'salt', 'sugar', 'sodium phosphate', 'sodium erythorbate', 'sodium nitrite', 'potassium chloride', 'sugar', 'xanthan gum', 'flavoring', 'salt', 'yeast extract', 'locust bean gum', 'lactic acid', 'disodium inosinate', 'disodium guanylate', 'pork stock', 'smoke flavoring', 'onion extract', 'garlic oil. may contain traces of wheat']","['water', 'potatoes', 'carrots', 'splitpeas', 'cookedhamwateraddedpork', 'water', 'salt', 'sugar', 'sodiumphosphates', 'sodiumascorbate', 'sodiumnitrite', 'containslessthanofbaconcuredwithwater', 'salt', 'sugar', 'sodiumphosphate', 'sodiumerythorbate', 'sodiumnitrite', 'potassiumchloride', 'sugar', 'xanthangum', 'flavoring', 'salt', 'yeastextract', 'locustbeangum', 'lacticacid', 'disodiuminosinate', 'disodiumguanylate', 'porkstock', 'smokeflavoring', 'onionextract', 'garlicoilmaycontaintracesofwheat']"
250,339,9623,Carnation Breakfast Essentials High Protein Ready to Drink,Carnation,"['Protein & Fitness', 'Instant Breakfast Drinks', 'Health', 'Sports Nutrition', 'Carnation Breakfast Essentials', 'Protein Supplements', 'Diet & Weight Management', 'Adult Nutrition', 'Bottled Beverages', ' Water & Drink Mixes', 'Powdered Drink Mixes & Flavorings', 'Weight Management', 'Grocery & Gourmet Food', 'Beverages', 'Protein Drinks']",17.68,6.94,"['water', 'vitamin a palmitate', 'vitamin d', 'corn', 'gum acacia', 'copper sulfate', 'riboflavin', 'carageenan', 'choline bitartrate', 'salt', 'corn syrup', 'magnesium chloride', 'fructooligosaccharides', 'vegetable oil canola', 'magnesium phosphate', 'dlalpha tocopheryl acetate', 'pyridoxine hydrochloride', 'purified stevia leaf extract .vitamins minerals potassium citrate', 'sugar', 'cellulose gel and gum', 'and flavor', 'ascorbic acid', 'zinc sulfate', 'betacarotene', 'folic acid', 'niacinamide', 'vitamins minerals', 'calcium and sodium caseinates', 'potassium iodide', 'ferric pyrophosphate', 'vitamin k', 'soy protein isolate', 'biotin', 'potassium chloride', 'calcium pantothenate', 'vitamin b.', 'high oleic sunflower', 'sodium ascorbate', 'inulin', 'manganese sulfate', 'cocoa processed with alkali', 'soy lecithin', 'thiamine hydrochloride', 'vitamins minerals', 'milk protein concentrate', 'purified stevia leaf extract .vitamins minerals potassium citrate', 'calcium phosphate']","['water', 'vitaminapalmitate', 'vitamind', 'corn', 'gumacacia', 'coppersulfate', 'riboflavin', 'carageenan', 'cholinebitartrate', 'salt', 'cornsyrup', 'magnesiumchloride', 'fructooligosaccharides', 'vegetableoilcanola', 'magnesiumphosphate', 'dlalphatocopherylacetate', 'pyridoxinehydrochloride', 'purifiedstevialeafextractvitaminsmineralspotassiumcitrate', 'sugar', 'cellulosegelandgum', 'andflavor', 'ascorbicacid', 'zincsulfate', 'betacarotene', 'folicacid', 'niacinamide', 'vitaminsminerals', 'calciumandsodiumcaseinates', 'potassiumiodide', 'ferricpyrophosphate', 'vitamink', 'soyproteinisolate', 'biotin', 'potassiumchloride', 'calciumpantothenate', 'vitaminb', 'higholeicsunflower', 'sodiumascorbate', 'inulin', 'manganesesulfate', 'cocoaprocessedwithalkali', 'soylecithin', 'thiaminehydrochloride', 'vitaminsminerals', 'milkproteinconcentrate', 'purifiedstevialeafextractvitaminsmineralspotassiumcitrate', 'calciumphosphate']"
251,27,3162,(5 Pack) Five Flavor Sprouted Pili Nuts Variety,Pure Traditions,"['Cooking & Baking', 'Grocery & Gourmet Food', 'Pantry Staples', 'Nuts & Seeds', 'Mixed Nuts']",25.95,20.95,['please see individual nutrition facts labels for ingredients.'],['pleaseseeindividualnutritionfactslabelsforingredients']
252,234,4707,Enjoy Life Mega Semi-Sweet Chocolate Chunks,Enjoy Life Foods,"['Cooking & Baking', 'Grocery & Gourmet Food', 'Pantry Staples', 'Baking Chocolates', ' Carob & Cocoa', 'Chocolates']",4.89,4.69,"['evaporated cane juice', 'chocolate liquor', 'nondairy cocoa butter.']","['evaporatedcanejuice', 'chocolateliquor', 'nondairycocoabutter']"
253,225,5163,Orrington Farms All Natural Vegan Broth Base and Seasoning,Orrington Farms,"['Soups', ' Stocks & Broths', 'Grocery & Gourmet Food', 'Stocks', 'Pantry Staples', 'Chicken']",19.94,4.99,"['maltodextrin', 'salt', 'yeast extract', 'dehydrated onion', 'spice includes white pepper', 'celery seed', 'turmeric', 'rosemary', 'dehydrated carrot', 'dehydrated garlic', 'dextrose', 'flavor', 'parsley', 'spice extract.']","['maltodextrin', 'salt', 'yeastextract', 'dehydratedonion', 'spiceincludeswhitepepper', 'celeryseed', 'turmeric', 'rosemary', 'dehydratedcarrot', 'dehydratedgarlic', 'dextrose', 'flavor', 'parsley', 'spiceextract']"
254,901,5747,"Gold Emblem Beef Jerky, Original, 1.25 OZ",CVS Gold Emblem,"['Household & Grocery', 'Food & Snacks', 'Salted Snacks']",2.99,2.99,"['water', 'soybeans', 'less than of flavoring', 'less than of monosodium glutamate', 'less than of salt', 'salt', 'less than of sodium erythorbate', 'less than of dried soy sauce wheat', 'less than of hydrolyzed corn and soy protein', 'less than of sodium nitrite', 'less than of spice', 'beef', 'sugar', 'less than of corn syrup solids', 'less than of maltodextrin']","['water', 'soybeans', 'lessthanofflavoring', 'lessthanofmonosodiumglutamate', 'lessthanofsalt', 'salt', 'lessthanofsodiumerythorbate', 'lessthanofdriedsoysaucewheat', 'lessthanofhydrolyzedcornandsoyprotein', 'lessthanofsodiumnitrite', 'lessthanofspice', 'beef', 'sugar', 'lessthanofcornsyrupsolids', 'lessthanofmaltodextrin']"
255,840,8178,Birthday Chocolate Caramel and Crunch Grand Gift Basket with Snacks,Golden State Fruit,"['Grocery & Gourmet Food', 'Food & Beverage Gifts', 'Candy & Chocolate Gifts']",49.33,39.95,"['oz. dark chocolate sea salt caramel corn', 'oz. gourmet butter caramel corn', 'oz. chocolate covered pretzels', 'oz. white chocolate caramel drizzled pretzels', 'oz. peanut brittle', 'oz. chocolate covered cashews', 'oz. chocolate almond bark', 'ghirardelli chocolate squares']","['ozdarkchocolateseasaltcaramelcorn', 'ozgourmetbuttercaramelcorn', 'ozchocolatecoveredpretzels', 'ozwhitechocolatecarameldrizzledpretzels', 'ozpeanutbrittle', 'ozchocolatecoveredcashews', 'ozchocolatealmondbark', 'ghirardellichocolatesquares']"
256,350,5534,Frank's RedHot Original Cayenne Pepper Sauce,Frank's,"['Food Snacks', 'Household & Grocery', 'Household Grocery', 'Food & Snacks', 'Household and Grocery', 'Food and Snacks', 'Condiments']",4.49,2.99,"['water', 'distilled vinegar', 'aged cayenne red peppers', 'distilled vinegar', 'water', 'salt and garlic powder.', 'aged cayenne red peppers', 'salt and garlic powder.']","['water', 'distilledvinegar', 'agedcayenneredpeppers', 'distilledvinegar', 'water', 'saltandgarlicpowder', 'agedcayenneredpeppers', 'saltandgarlicpowder']"
257,161,9646,Award Winning Escuminac Great Harvest Canadian Maple Syrup. Restaurant,Escuminac,"['Cooking & Baking', 'Syrups', ' Sugars & Sweeteners', 'Grocery & Gourmet Food', 'Pantry Staples', 'Maple Syrup']",79.95,79.95,"['pure maple syrup', 'usda maple syrup']","['puremaplesyrup', 'usdamaplesyrup']"
